trip_name,trip_category_detail,trip_address,trip_times,place_page,trip_phone,info_content,place_category_group
가원재 바이 버틀러리,펜션,서울 종로구 북촌로7길 3-6 (우)03055,-,www.butler-lee.com,1544-5931,WIFI 동물출입 주차 놀이방 흡연실,숙소
비바라비다,숙박,서울 종로구 율곡로 110-15 (우)03134,-,instagram.com/vivalavida11015,010-4848-5157,WIFI 동물출입 주차 흡연실,숙소
파라다이스모텔,"여관,모텔",서울 종로구 종로11길 17-16 (우)03164,-,-,-,none,숙소
미라지모텔,"여관,모텔",서울 종로구 세검정로6길 4 (우)03017,-,-,02-379-6533,none,숙소
에밀,게스트하우스,서울 종로구 북촌로11길 73-4 (우)03052,-,blog.naver.com/jyhman03,-,WIFI 동물출입 주차 흡연실,숙소
뉠스테이,숙박,서울 종로구 필운대로5길 17 (우)03039,-,www.instagram.com/nuilestay,0507-1409-0057,WIFI 동물출입 주차 휠체어사용 놀이방 흡연실,숙소
하은재,숙박,서울 종로구 자하문로 68-10 (우)03042,-,losthouse.co.kr,0504-0904-2414,주차,숙소
더소호 레지던스,숙박,서울 종로구 필운대로 17 (우)03039,-,www.thesohoresidence.com,02-722-1999,주차,숙소
동영재 바이 버틀러리,한옥숙소,서울 종로구 창덕궁길 150-4 (우)03051,-,www.butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
해인정,호텔,서울 종로구 계동길 97-7 (우)03056,-,-,-,none,숙소
누하당,게스트하우스,서울 종로구 필운대로 49-7 (우)03037,매일 09:00 ~ 20:00 (상담시간),www.nuhadang.com,02-3391-0010,none,숙소
모텔와,"여관,모텔",서울 종로구 종로35길 30-8 (우)03126,-,-,02-741-8660,none,숙소
스테이256,게스트하우스,서울 종로구 팔판길 25-6 (우)03054,-,-,-,none,숙소
서울큐브종로,숙박,서울 종로구 삼일대로17길 51 (우)03189,-,-,-,none,숙소
아보헌,숙박,서울 종로구 창덕궁길 104 1층 (우)03057,매일 00:00 ~ 24:00,-,070-8805-1014,none,숙소
호스텔바닐라2,유스호스텔,서울 종로구 종로57길 34-8 (우)03113,-,-,070-8842-8883,none,숙소
더채 하우도,민박,서울 종로구 삼청로 124-4 (우)03053,화~토 10:00 ~ 19:00,haudo.kr,1544-1431,none,숙소
24게스트하우스 경복궁점,게스트하우스,서울 종로구 자하문로5가길 27-1 (우)03040,-,hanokguesthouse.modoo.at,02-732-3000,none,숙소
사사로이,게스트하우스,서울 종로구 율곡로1길 40-59 (우)03062,매일 00:00 ~ 24:00,instagram.com/sasaroi_25,010-7508-1179,none,숙소
노탐하우스,게스트하우스,서울 종로구 삼일대로 440 (우)03132,-,www.instagram.com/notam_house,-,none,숙소
자명서실,펜션,서울 종로구 북촌로11라길 11 (우)03052,-,zamyung.com,02-6711-9000,none,숙소
라임모텔,"여관,모텔",서울 종로구 대학로1길 9 (우)03129,-,-,02-763-9336,none,숙소
쎄느장,"여관,모텔",서울 종로구 돈화문로11길 30 (우)03133,-,-,02-745-4665,none,숙소
더프레젠트게스트하우스 대학로점,게스트하우스,서울 종로구 대학로14길 24 (우)03084,-,ko-kr.facebook.com/thepresent63,-,none,숙소
선음재,호텔,서울 종로구 북촌로 94-14 (우)03051,-,seoneumjae.modoo.at,-,none,숙소
봉하우스,게스트하우스,서울 종로구 성균관로4길 5 2층 (우)03074,-,-,010-3082-0955,none,숙소
북촌아날로그한옥,한옥숙소,서울 종로구 계동길 70-24 (우)03057,-,analoghanok.modoo.at,-,none,숙소
북어나잇 시인의 집,한옥숙소,서울 종로구 필운대로 26-21 (우)03040,-,www.instagram.com/bookanight_seochon,-,none,숙소
경복궁게스트하우스,게스트하우스,서울 종로구 삼청로5길 30-2 (우)03054,-,gyeongbokgung.modoo.at,010-2620-3363,none,숙소
서울호스텔,유스호스텔,서울 종로구 삼봉로 68 (우)03158,-,www.seoulhostelcenter.com,-,none,숙소
더채코트야드,숙박,서울 종로구 자하문로1라길 16 (우)03041,매일 00:00 ~ 24:00,thechae.co.kr,1544-1431,WIFI 동물출입 주차 흡연실,숙소
MJ스테이,게스트하우스,서울 종로구 우정국로2길 34 4~6층 (우)03189,-,-,-,none,숙소
허브모텔,"여관,모텔",서울 종로구 종로35길 26-4 (우)03126,-,-,-,none,숙소
백제장,"여관,모텔",서울 종로구 대학로2길 49-2 (우)03126,-,-,02-763-1807,none,숙소
오요호스텔 동대문1,게스트하우스,서울 종로구 대학로2길 25-2 2~4층 (우)03126,-,www.hotelsouthkorea.com/oyo-hostel-dongdaemun-1,-,none,숙소
자운당,게스트하우스,서울 종로구 북촌로11길 56 (우)03052,-,-,-,none,숙소
미온가 바이 버틀러리,한옥숙소,서울 종로구 창덕궁길 118 (우)03057,-,www.butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
덕수모텔,"여관,모텔",서울 종로구 새문안로5길 11-9 (우)03182,-,-,-,none,숙소
호텔프라이,호텔,서울 종로구 새문안로5가길 3-1 (우)03173,-,-,02-739-3009,none,숙소
일독일박,숙박,서울 종로구 필운대로3길 11-1 (우)03039,-,of-onebookstay.com,0504-0904-2340,주차,숙소
메모리스테이 MemoryStay,민박,서울 종로구 자하문로1길 49-22 한옥 (우)03041,매일 00:00 ~ 24:00,-,010-7732-2600,WIFI 동물출입 주차 흡연실,숙소
국일장여관,"여관,모텔",서울 종로구 수표로26길 18 (우)03139,-,-,02-762-6467,none,숙소
종로맛집,숙박,서울 종로구 통일로 156-3 (우)03180,-,-,02-722-2558,none,숙소
하 게스트하우스,게스트하우스,서울 종로구 종로 269-8 (우)03124,-,pf.kakao.com/_JxfLxaT,070-7757-2083,none,숙소
호스텔코리아 익선점,게스트하우스,서울 종로구 돈화문로 61 (우)03133,-,-,-,none,숙소
한스하우스,게스트하우스,서울 종로구 자하문로1다길 20 (우)03041,-,-,02-2281-3084,none,숙소
통인1939,펜션,서울 종로구 자하문로 33-7 (우)03040,-,tongin1939.modoo.at,-,none,숙소
소소하우스,게스트하우스,서울 종로구 필운대로5가길 16-5 (우)03037,-,blog.naver.com/soso-house,-,none,숙소
통인155,게스트하우스,서울 종로구 자하문로 31-5 2층 (우)03040,-,blog.naver.com/tongin155,-,none,숙소
유준당바이버틀러리,한옥숙소,서울 종로구 계동4길 10-4 (우)03057,-,butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
이화한옥 사직루,한옥숙소,서울 종로구 사직로9길 4 (우)03027,매일 10:00 ~ 17:00 (상담시간),www.instagram.com/ihwahanok,010-2033-1368,none,숙소
여느날,펜션,서울 종로구 자하문로1길 49-9 (우)03041,-,-,-,none,숙소
수피아 게스트하우스,게스트하우스,서울 종로구 자하문로14길 17-7 (우)03043,-,-,070-8957-7660,none,숙소
이화정,"여관,모텔",서울 종로구 율곡로14길 25-1 (우)03123,-,-,02-765-6868,주차,숙소
쿠즈호텔,"여관,모텔",서울 종로구 율곡로 230-23 (우)03123,-,www.hotelsouthkorea.com/coups-hotel,-,WIFI,숙소
소윤재 바이 버틀러리,펜션,서울 종로구 자하문로 57-6 (우)03036,-,butler-lee.com,1544-5931,none,숙소
가온재,한옥숙소,서울 종로구 북촌로11길 35-11 (우)03052,-,blog.naver.com/bgaon,02-744-7698,none,숙소
달집북촌,게스트하우스,서울 종로구 북촌로11길 78-3 (우)03052,-,www.facebook.com/dalzip.bukchon,-,none,숙소
채원당 바이 버틀러리,숙박,서울 종로구 자하문로19길 38-17 (우)03035,-,www.butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
고우헌 바이 버틀러리,한옥숙소,서울 종로구 북촌로11다길 3 (우)03052,-,www.butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
헤브레 서울,게스트하우스,서울 종로구 필운대로 26-10 (우)03040,매일 00:00 ~ 24:00,www.instagram.com/habre_seoul,02-1670-4123,WIFI,숙소
풍경,게스트하우스,서울 종로구 성균관로 32-6 (우)03074,-,blog.naver.com/pungkyung_hanok,-,none,숙소
연우하우스,게스트하우스,서울 종로구 북촌로12길 5-13 (우)03056,-,-,02-742-1115,none,숙소
보보스호텔,호텔,서울 종로구 수표로18길 10 (우)03192,-,-,-,none,숙소
하녹운 바이 버틀러리,한옥숙소,서울 종로구 돈화문로11가길 77-1 (우)03131,-,www.butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
E7플레이스 동대문,호텔,서울 종로구 종로56길 8 (우)03114,-,www.facebook.com/E7place,02-3298-3000,none,숙소
아담한옥,한옥숙소,서울 종로구 필운대로6길 21 (우)03036,-,-,-,none,숙소
낙산발코니,숙박,서울 종로구 창신12길 14 (우)03091,-,-,-,none,숙소
북촌사랑방한옥,한옥숙소,서울 종로구 계동길 100-4 (우)03057,-,blog.naver.com/brilliant0413,-,none,숙소
문향재 바이 버틀러리,한옥숙소,서울 종로구 자하문로1길 42-1 (우)03041,-,butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
지금서울,펜션,서울 종로구 낙산성곽서길 37 (우)03098,-,blog.naver.com/zikmseoul,010-5207-9085,none,숙소
HH모텔,"여관,모텔",서울 종로구 인사동14길 7 (우)03146,-,-,02-734-4265,none,숙소
제이미니호텔,"여관,모텔",서울 종로구 종로18길 7 (우)03192,-,-,02-2261-2558,WIFI,숙소
종로스테이 게스트하우스,게스트하우스,서울 종로구 동순라길 98 (우)03136,-,jongnostay.com,02-6263-5577,none,숙소
북촌애,게스트하우스,서울 종로구 계동6길 7 (우)03057,-,-,-,none,숙소
골든폰드 게스트하우스,게스트하우스,서울 종로구 창경궁로 240-15 (우)03079,-,-,-,none,숙소
서울게스트하우스,게스트하우스,서울 종로구 지봉로12가길 63 (우)03113,-,-,-,WIFI 주차,숙소
세피앙모텔,"여관,모텔",서울 종로구 돈화문로11가길 49 (우)03132,-,-,02-766-3106,none,숙소
이호소락,게스트하우스,서울 종로구 북촌로5가길 17-8 (우)03053,-,-,-,none,숙소
스테이 데이오프,숙박,서울 종로구 자하문로1다길 6 (우)03041,-,-,-,none,숙소
익선스테이,숙박,서울 종로구 삼일대로32가길 38 (우)03132,-,-,-,none,숙소
원미닛게스트하우스,숙박,서울 종로구 종로8길 15 (우)03189,-,-,-,none,숙소
큰대문집,게스트하우스,서울 종로구 계동2길 7 (우)03057,-,www.kundaemunjip.com,-,none,숙소
에이원레지던스,숙박,서울 종로구 종로10길 16 (우)03189,-,-,02-723-3800,none,숙소
창신기지 크리에이티브하우스,게스트하우스,서울 종로구 종로48길 31 (우)03119,-,-,0504-0904-2002,주차,숙소
시은재,게스트하우스,서울 종로구 삼일대로 439 (우)03148,-,-,-,none,숙소
스테이칠하우스,게스트하우스,서울 종로구 율곡로19길 76 (우)03098,-,www.instagram.com/staychill.house,-,WIFI 동물출입 주차 휠체어사용 놀이방 흡연실,숙소
별궁모텔,"여관,모텔",서울 종로구 종로65가길 17 (우)03112,-,-,02-742-1707,none,숙소
민규당 바이 버틀러리,게스트하우스,서울 종로구 자하문로15길 26-9 (우)03036,-,www.butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
카라모텔,"여관,모텔",서울 종로구 난계로29길 62 (우)03115,-,-,-,none,숙소
필운게스트하우스,게스트하우스,서울 종로구 사직로9가길 5-13 (우)03027,-,blog.naver.com/spacepilune,-,none,숙소
은진모텔,"여관,모텔",서울 종로구 숭인동길 46 (우)03111,-,-,02-926-8824,none,숙소
우당,게스트하우스,서울 종로구 계동길 53 (우)03056,-,www.instagram.com/projectwudang,070-8158-9675,none,숙소
시화당,게스트하우스,서울 종로구 난계로27길 36-6 (우)03115,-,-,-,WIFI,숙소
별하루 바이 버틀러리,한옥숙소,서울 종로구 창덕궁4길 45-8 (우)03057,-,www.butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
핑크빌,"여관,모텔",서울 종로구 삼일대로17길 47-1 대한방직협회신관 5층 (우)03189,-,-,-,none,숙소
모텔라휘느,"여관,모텔",서울 종로구 수표로22길 24 (우)03139,-,-,02-3675-2910,none,숙소
사이드,호텔,서울 종로구 필운대로 27-5 (우)03039,-,-,070-8840-6309,none,숙소
비규헌 바이 버틀러리,한옥숙소,서울 종로구 삼일대로32길 31-18 (우)03131,-,butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
대성모텔,"여관,모텔",서울 종로구 대명길 21-2 (우)03078,-,-,-,none,숙소
서울게스트하우스,게스트하우스,서울 종로구 종로16길 31-8 (우)03191,-,-,-,none,숙소
파인모텔,"여관,모텔",서울 종로구 대학로11길 37 (우)03079,-,-,02-743-1441,none,숙소
화이트래빗,게스트하우스,서울 종로구 혜화로6가길 14 (우)03067,-,-,02-764-0685,none,숙소
호경당 바이버틀러리,한옥숙소,서울 종로구 자하문로1나길 19-4 (우)03041,-,www.butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
호스텔 베이지 세컨드,게스트하우스,서울 종로구 종로51나길 6 (우)03105,-,www.facebook.com/beigehostel,010-8957-9430,none,숙소
이화 휴,게스트하우스,"서울 종로구 이화장1나길 13 1,2층 (우)03088",-,www.instagram.com/eehwahue,-,none,숙소
가인게스트하우스,게스트하우스,서울 종로구 북촌로11길 118 (우)03052,-,www.gainguesthouse.com,070-7594-5563,none,숙소
이화한옥 본관,한옥숙소,서울 종로구 필운대로 26-25 (우)03040,-,www.instagram.com/ihwahanok,-,none,숙소
저스트포유,게스트하우스,서울 종로구 종로43길 5 (우)03124,-,-,-,none,숙소
고운,숙박,서울 종로구 북촌로12길 35-1 (우)03056,-,www.instagram.com/gowoon110,-,none,숙소
밸류플레이스,숙박,서울 종로구 삼일대로19길 28 (우)03190,-,-,02-725-0203,none,숙소
예린당 바이 버틀러리,한옥숙소,서울 종로구 자하문로5가길 17-8 (우)03040,-,butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
토다기게스트하우스,게스트하우스,서울 종로구 창덕궁길 160-1 (우)03051,-,blog.naver.com/todakgun,070-4686-3338,none,숙소
알리앙스모텔,"여관,모텔",서울 종로구 수표로22길 15 (우)03139,-,-,02-742-2211,none,숙소
영원무역 게스트하우스,게스트하우스,서울 종로구 이화장2길 40 (우)03088,-,-,-,주차,숙소
다인당 바이 버틀러리,숙박,서울 종로구 필운대로3길 18 (우)03039,-,www.butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
스테이위켄드,숙박,서울 종로구 종로31길 12-5 (우)03129,-,-,-,none,숙소
트래블몬스터,게스트하우스,서울 종로구 종로 227-6 (우)03126,-,-,-,none,숙소
더채라이브러리,게스트하우스,서울 종로구 효자로7길 10-4 (우)03044,매일 00:00 ~ 24:00,www.thechae.co.kr,1544-1431,none,숙소
하나모텔,"여관,모텔",서울 종로구 난계로29길 19-7 (우)03116,-,-,-,none,숙소
구름정 바이 버틀러리,한옥숙소,서울 종로구 삼청로 102-17 (우)03053,-,www.butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
수모텔,"여관,모텔",서울 종로구 수표로22길 50-4 (우)03139,-,-,02-765-3049,none,숙소
사적인,숙박,서울 종로구 율곡로4길 11-8 (우)03144,-,-,-,none,숙소
더채달로,숙박,서울 종로구 계동길 103-2 (우)03056,매일 00:00 ~ 24:00,www.thechae.kr,1544-1431,none,숙소
테크노모텔,"여관,모텔",서울 종로구 돈화문로5길 28-3 (우)03139,-,-,02-765-1341,none,숙소
(주)신영에셋SOMERSETPLAC,숙박,서울 종로구 율곡로2길 7 (우)03143,-,-,02-6730-8037,none,숙소
클래식고택,숙박,서울 종로구 필운대로5가길 11-4 (우)03037,-,-,-,none,숙소
코비게스트하우스,게스트하우스,서울 종로구 종로53길 12-8 (우)03104,-,-,-,none,숙소
대진여관,"여관,모텔",서울 종로구 창신1길 6 (우)03106,-,-,02-3675-4240,none,숙소
MJ게스트하우스,게스트하우스,서울 종로구 삼일대로17길 51 8층 (우)03189,-,-,-,none,숙소
부티크,"여관,모텔",서울 종로구 창경궁로 88 (우)03195,-,-,-,none,숙소
가자모텔,"여관,모텔",서울 종로구 창경궁로33길 5 (우)03074,-,-,-,none,숙소
이삭리빙텔,숙박,서울 종로구 수표로20길 43 (우)03192,-,-,02-2269-3355,none,숙소
호텔일성,"여관,모텔",서울 종로구 종로48길 23 (우)03119,-,-,-,none,숙소
어배러플레이스,게스트하우스,서울 종로구 삼일대로19길 22 (우)03190,-,www.abetterplace.kr,-,none,숙소
스테이인감호스텔,유스호스텔,서울 종로구 율곡로10길 12 (우)03134,-,www.facebook.com/Stayingam,-,WIFI,숙소
영진여관,숙박,서울 종로구 지봉로12가길 63 (우)03113,-,-,02-763-5235,none,숙소
여은가 바이 버틀러리,한옥숙소,서울 종로구 자하문로5가길 17-7 (우)03040,-,www.butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
해밀게스트하우스,게스트하우스,서울 종로구 율곡로10길 15-14 (우)03134,-,-,-,none,숙소
명가재게스트하우스,게스트하우스,서울 종로구 북촌로9길 3-4 (우)03055,-,www.myeonggajae.com,-,none,숙소
소풍게스트하우스,게스트하우스,서울 종로구 효자로7길 10-4 (우)03044,-,-,-,none,숙소
더채 유휘,민박,서울 종로구 자하문로1다길 7 (우)03041,매일 00:00 ~ 24:00,-,1544-1431,none,숙소
동대문리치하우스,"여관,모텔",서울 종로구 보문로7길 6-15 (우)03111,-,-,-,none,숙소
은현재 바이 버틀러리,숙박,서울 종로구 자하문로11길 21-8 (우)03036,-,www.butler-lee.com,-,WIFI 동물출입 주차 놀이방 흡연실,숙소
호스텔바닐라원,유스호스텔,서울 종로구 창신길 28-7 (우)03106,-,-,-,none,숙소
누리한옥게스트하우스,한옥숙소,서울 종로구 자하문로1다길 6-1 (우)03041,-,-,-,none,숙소
효제여인숙,"여관,모텔",서울 종로구 대학로2길 9-1 (우)03126,-,-,-,none,숙소
리베라모텔,"여관,모텔",서울 종로구 종로 329-3 (우)03104,-,-,-,none,숙소
동문장여관,"여관,모텔",서울 종로구 종로46가길 8 (우)03119,-,-,02-764-3945,none,숙소
담소정,게스트하우스,서울 종로구 북촌로9길 16-2 (우)03055,-,dahmsojung.modoo.at,010-2053-9701,none,숙소
다자연 한옥게스트하우스,한옥숙소,서울 종로구 율곡로10길 81-3 (우)03134,-,dajayonguesthouse.com,010-7131-9685,none,숙소
